Title,Original Title,Country,Translated Language,Author,Author Name,Translator,Translation and Publication Support,Publisher,Published Year,Classification,ISBN,Rating Count,Rating,Price,Price Source
千年之爱 - 下,천년의 사랑,nan,Chinese(简体),梁貴子,양귀자,"丁旼聲,王策宇",N,躍昇文化事業有限公司,2001,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Romance,9576306469,-1.0,-1.0,-1.0,N/A
Jasná luna v prázdných horách,고전시선,CZECH REPUBLIC,Czech(Český Jazyk),"Vladimír Pucék,Peter Borkovec",Vladimir P,"Vladimir Pucek,Peter Borkovec",Y,Paseka,2001,KDC구분 > literature > Korean Literature > Korean Fiction > Joseon Dynasty,8071854085,10.0,4.3,-1.0,N/A
Shijo Rhythms,시조의 리듬,nan,English(English),숙헌,이이,Kevin O`Rourke,N,Eastward,2001,KDC구분 > literature > Korean Literature > Korean Poetry > Sijo,8995215518,7.0,3.86,-1.0,N/A
Variations,3인 시선: 사랑의 변주곡,UNITED STATES,English(English),"KIM SU-YOUNG,Shin Kyŏng-Nim,Le","김수영,신경림,이시","Anthony of Taizé,Kim Young Moo",Y,Cornell Univ. East Asia Program,2001,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),1885445105,5.0,4.0,-1.0,N/A
Voices in Diversity,다양성의 목소리: 한국전후시인선				,UNITED STATES,English(English),"Chang Chŏng-il,Chang Yŏng-su,C","장정일,장영수,최승",Ko Won,Y,크로스 컬쳐럴 커뮤니케이션스,2001,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),0893048852,0.0,0.0,-1.0,N/A
The fisherman's calendar,어부사시사,nan,English(English),Yun Sondo,윤선도,Kevin O`Rourke,N,Eastward,2001,KDC구분 > literature > Korean Literature > Korean Poetry > Sijo > Joseon Dynasty,8995215526,8.0,3.63,-1.0,N/A
Mirrored Minds,상념의 메아리: 한국시의 천년,SOUTH KOREA,English(English),"Ch`oe Ch`i-won,Ch`ungdam,Yongj","최치원,충담사,영재",Kevin O`Rourke,N,Eastward,2001,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),899521550X,0.0,0.0,-1.0,N/A
"My love, my star",그대 떠난 후 더욱 사랑하게 되었네,UNITED STATES,English(English),Kim So-Yeop,김소엽,Choi Sun-kyoum,N,Hollym,2001,KDC구분 > literature > Korean Literature > Korean Poetry > 20th century poetry > 1945-1999,1565911687,2.0,3.5,-1.0,N/A
At the well,우물가에서,nan,English(English),Kim So-Yeop,김소엽,Choi Sun-kyoum,N,Hollym,2001,KDC구분 > literature > Korean Literature > Korean Poetry > 21st century poetry,1565911695,0.0,0.0,-1.0,N/A
In case you may drop by,행여 님이 오실까,UNITED STATES,English(English),Kim So-Yeop,김소엽,Choi Sun-kyoum,N,Hollym,2001,KDC구분 > literature > Korean Literature > Korean Poetry > 20th century poetry > 1945-1999,1565911709,4.0,3.5,-1.0,N/A
Five thieves,오적,nan,English(English),Chiha Kim,김지하,"Kim Won-Chung,James Han",N,Dap Gae,2001,KDC구분 > literature > Korean Literature > Korean Poetry > 20th century poetry > 1945-1999,8975741559,8.0,4.25,-1.0,N/A
Back to heaven selected poems of Ch'ŏn Sang Pyŏng,귀천,nan,English(English),Ch`ŏn Sang Pyŏng,천상병,"Anthony of Taizé,Kim Young-Moo",N,Dap Gae,2001,KDC구분 > literature > Korean Literature > Korean Poetry > 21st century poetry,8975741443,0.0,0.0,-1.0,N/A
Strong winds at Mishi Pass,미시령 큰바람,nan,English(English),Tong-Gyu Hwang,황동규,"Kim Seong-Kon,Dennis maloney",N,화이트 파인 출판사,2001,KDC구분 > literature > Korean Literature > Korean Poetry > 21st century poetry,1893996107,5.0,4.0,-1.0,N/A
Three days in that autumn,그 가을의 사흘 동안,nan,English(English),Pak Wanseo,박완서,Ryu Sukhee,Y,Jimoondang,2001,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Short Story,8988095529,130.0,3.99,4.65,Kindle
The Ma Rok biographies,마록열전,nan,English(English),Seo Giwon,서기원,Kevin O`Rourke,Y,Jimoondang,2001,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,8988095537,7.0,2.71,-1.0,N/A
The other side of dark remembrance,어두운 기억의 저편,nan,English(English),Yi Kyun-Yŏng,이균영,Ahn Jung-Hyo,Y,Jimoondang,2001,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Others,8988095553,77.0,3.57,-1.0,N/A
The wings,날개,nan,English(English),Lee Sang,이상,"James B. Lee,Ahn Jung-Hyo",Y,Jimoondang,2001,KDC구분 > literature > Korean Literature > Korean Poetry > 20th century poetry > 1910-1945,8988095502,520.0,3.9,-1.0,N/A
The land of the banished,유형의 땅,nan,English(English),Cho Chong-Rae,조정래,Chun Kyung-ja,Y,Jimoondang,2001,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Short Story,8988095510,2.0,3.5,-1.0,N/A
Korean folk &amp; fairy tales,한국 민담과 동화,UNITED STATES,English(English),nan,nan,Suzanne Crowder Han,N,Hollym,2001,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),0930878035,84.0,3.83,14.99,Kindle
A Skylark,종달새,nan,English(English),Pi Chyun-deuk,피천득,Ahn Young-hi,N,SamTOH,2001,KDC구분 > literature > Korean Literature > Korean Poetry > 20th century poetry,8946413336,-1.0,-1.0,-1.0,N/A
Korean folktales,한국의 민담,SOUTH KOREA,English(English),Cho Hee-woong,조희웅,Yoo Hye-kyung,N,Jimoondang,2001,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection (individual),0970548141,6.0,3.17,-1.0,N/A
The Productive Efficiency of Container Terminals,콘테이너 터미널의 생산 효율성,nan,English(English),nan,송동욱,nan,N,Ashgate,2001,KDC구분 > Social science,754616398,-1.0,-1.0,-1.0,N/A
The Two Koreas and the United States,두 개의 한국과 미국,nan,English(English),nan,동원모,nan,N,M.E. Sharpe,2001,KDC구분 > Social science,765605341,-1.0,-1.0,-1.0,N/A
The Korean Alphabet of 1446,훈민정음,UNITED STATES,English(English),Sek Yen Kim-Cho,Sek Yen Ki,Sek Yen Kim-Cho,Y,Humanity Books & AC Press,2001,KDC구분 > Language,8942815871,-1.0,-1.0,-1.0,N/A
The Spirit of Independence,독립정신,nan,English(English),Syngman Rhee,이승만,nan,N,University of Hawaii,2001,KDC구분 > History,824823494,-1.0,-1.0,-1.0,N/A
Korea of bygone days,Kelet csazarai es csaszarsagai,nan,English(English),nan,nan,nan,N,Terebess,2001,KDC구분 > History,9639147435,-1.0,-1.0,-1.0,N/A
Dans le tombeau de lumière,빛의 무덤 속에서,FRANCE,French(Français),SO HAN ZIN,소한진,Kza han,N,Petit Véhicule,2001,KDC구분 > literature > Korean Literature > Korean Poetry > 21st century poetry,2842732839,0.0,0.0,-1.0,N/A
RETOUR AU CIEL,천상병시선: 귀천,FRANCE,French(Français),Cheon Sang-byeong,천상병,"KIM Hyeon-ju,Pierre Mesini",Y,Autres Temps,2001,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection (individual),2845210779,0.0,0.0,-1.0,N/A
La Chamane,을화,FRANCE,French(Français),Kim Dong-Ri,김동리,"John T. park,Geneviève T. park",Y,Maisonneuve & Larose,2001,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,2706814624,0.0,0.0,-1.0,N/A
TALGUNG,달궁,FRANCE,French(Français),SU JUNG IN,서정인,"Maryse Bourdin,LEE IN-SOOK,Kim Kyunghee",N,Seuil,2001,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,2020339773,0.0,0.0,-1.0,N/A
Les sombres feux du passé,A Gesture Life,FRANCE,French(Français),Chang-rae Lee,이창래,Jean Pavans,N,Éditions de l&apos;Olvier,2001,KDC구분 > literature > English and American literatures,9782879292557,4638.0,3.79,8.99,Kindle
L'HARMONIUM,흰 옷,FRANCE,French(Français),Yi Ch`ŏngjun,이청준,"Kang Gobae,Son Mi-kyung",N,악트 쉬드,2001,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection (individual),2742733086,2.0,3.0,-1.0,N/A
Der Wächter der Wolke,김수영 시선-구름의 파수병,nan,German(Deutsch),Kim Soo-Young,김수영,"Kim Mi-He,Sylvia Bräsel",Y,Peperkorn,2001,KDC구분 > literature > Korean Literature > Korean Poetry > 20th century poetry,"3929181274, 9783929181272",-1.0,-1.0,-1.0,N/A
Die Frau im Wolkenschloss,어느 별의 지옥,nan,German(Deutsch),KIM HYESOON,김혜순,"Kim Young-ok,HAN Jongwha",N,Pendragon,2001,KDC구분 > literature > Korean Literature > Korean Poetry > 20th century poetry > 1945-1999,3934872042,2.0,4.5,-1.0,N/A
Mit leiser Stimme,낮은 목소리로,nan,German(Deutsch),Cho Byung-Hwa,조병화,Wha Seon Roske-Cho,N,Peperkorn,2001,KDC구분 > literature > Korean Literature > Korean Poetry,3929181444,-1.0,-1.0,-1.0,N/A
Das Schweigen des Geliebten,님의 침묵,GERMANY,German(Deutsch),Yong-un Han,한용운,Hyungok Bae,Y,Horlemann,2001,KDC구분 > literature > Korean Literature > Korean Poetry > 20th century poetry > 1910-1945,3895021350,-1.0,-1.0,-1.0,N/A
Edition moderne koreanische Autoren,현대한국작가선,nan,German(Deutsch),Kim Wonil,김원일,Helga Picht,Y,Pendragon Verlag,2001,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),3934872190,-1.0,-1.0,-1.0,N/A
Der Stachelrochen,홍어,nan,German(Deutsch),KIM Jooyoung,김주영,"Hyunsok Youn-Groß,Nikolaus Groß",N,Peperkorn,2001,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,3929181347,-1.0,-1.0,-1.0,N/A
Der silberne Hengst,은마,GERMANY,German(Deutsch),An Jeonghyo,안정효,"Miran Kwak,Jürgen Kreft",N,Pendragon,2001,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,3934872107,0.0,0.0,-1.0,N/A
Illusion,착각: 중편집,nan,German(Deutsch),Ahn Junghyo,안정효,"Stefan Straub,Minki Jeung",N,Peperkorn,2001,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection (individual),3929181363,0.0,0.0,-1.0,N/A
Der Hof meiner Kindheit,유년의 뜰,GERMANY,German(Deutsch),Oh Jung-Hee,오정희,"Kyung-He Brixel,Christa Wittermann",Y,Peperkorn,2001,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Short Story,3929181355,-1.0,-1.0,-1.0,N/A
Nolbu hat viele Lehrer,놀부는 선생이 많다,nan,German(Deutsch),Yi Chong-jun,이청준,"Sang-Kyong Lee,Andreas Schirmer",N,Peperkorn,2001,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,3929181401,-1.0,-1.0,-1.0,N/A
Sim Ch&apos;ŏng hat gute Beziehungen,심청이는 빽이 든든하다,nan,German(Deutsch),Yi Chong-jun,이청준,"Erika Reichl,Brigitte Schantl,Andreas Schirmer,Sang-Kyung Lee",N,Peperkorn,2001,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Others,392918141X,0.0,0.0,-1.0,N/A
"VON BLUMEN, VÖGELN UND ANDEREN NUTZLOSEN DINGEN","꽃, 새 그리고 하찮은 것들",nan,German(Deutsch),Chaebong Chong,정채봉,Min Sunwoo,N,EOS-Verlag,2001,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,"383067077X, 9783830670773",-1.0,-1.0,-1.0,N/A
Die Tränen meiner Seele,Tears of my soul,nan,German(Deutsch),nan,김현희,Almute Löber,N,Brunnen-Verl.,2001,KDC구분 > History,"3765536253, 9783765536250",-1.0,-1.0,-1.0,N/A
Orientierungen,글,nan,German(Deutsch),nan,nan,nan,N,edition global,2001,KDC구분 > literature > Korean Literature > History of Korean Literature >  Literary Criticism,"3922667031, 9783922667032",-1.0,-1.0,-1.0,N/A
Kultur des koreanischen schamanismus,한국 샤머니즘 문화,GERMANY,German(Deutsch),nan,전신용,"Lucy Hwang,Chei Woon-Jung",N,Iudicium,2001,KDC구분 > Religion,3891290810,0.0,0.0,-1.0,N/A
Il sogno delle nove nuvole,구운몽,ITALY,Italian(Italiano),كيم مان,김만중,Maurizio Riotto,Y,Sellerio,2001,KDC구분 > literature > Korean Literature > Korean Fiction > Joseon Dynasty,8838917388,955.0,3.71,7.99,Kindle
INTERNO COREANO CON SEQUESTRO,그 노래 다시 부르지 못하네,nan,Italian(Italiano),Yi Ch`ŏngjun,이청준,Suzanne Delorme,N,O barra O,2001,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,8887510075,-1.0,-1.0,-1.0,N/A
地下鐵1号線,지하철 1호선,nan,Japanese(日本語),キム·ミンギ,김민기,金重明,N,新幹社,2001,KDC구분 > literature > Korean Literature > Korean Drama > Modern Drama > Play script,"4884000196, 9784884000196",-1.0,-1.0,-1.0,N/A
ニッポン消滅,가이아 (상-하),nan,Japanese(日本語),金承鎬,김승호,中村欽哉,N,小学館,2001,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,"4093873607, 4093873615",-1.0,-1.0,-1.0,N/A
JSA,DMZ,nan,Japanese(日本語),朴商延,박상연,金重明,N,文春文庫,2001,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,4167527782,0.0,0.0,-1.0,N/A
LIES 嘘,내게 거짓말을 해봐,nan,Japanese(日本語),蒋正一,장정일,大北章二,N,講談社,2001,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,4062102641,0.0,0.0,-1.0,N/A
順伊おばさん,순이삼촌,JAPAN,Japanese(日本語),玄基栄,현기영,金石範,N,新幹社,2001,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,9784884000158,0.0,0.0,-1.0,N/A
無所有,무소유,nan,Japanese(日本語),法頂,법정,金順姬,N,東方出版,2001,KDC구분 > literature > Korean Literature > Essay,"9784885917431, 4885917433",-1.0,-1.0,-1.0,N/A
モンシル姉さん,몽실언니,nan,Japanese(日本語),權正玍,권정생,卞記子,N,てらいんく,2001,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,4925108239,0.0,0.0,-1.0,N/A
ネギをうえた人,조선민화선,nan,Japanese(日本語),nan,nan,金素雲,N,岩波書店,2001,KDC구분 > literature > Korean Literature > Korean Fiction > Joseon Dynasty,4001140896,0.0,0.0,-1.0,N/A
Cantico di frontiera,훨훨 간다,nan,Italian(Italiano),Mahl-Sook Han,한말숙,D. Guillemette,N,O barra O edizioni,2001,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,"8887510067, 9788887510065",-1.0,-1.0,-1.0,N/A
21世紀日韓新鋭100人詩選集,21세기일한신예100인시선집,nan,Japanese(日本語),鄭浩承,정호승,韓成禮,N,書肆青樹社,2001,KDC구분 > literature > Korean Literature > Korean Poetry > 21st century poetry,4883740501,0.0,0.0,-1.0,N/A
恨のものがたり,한의 이야기: 조선궁녀여류소설집,JAPAN,Japanese(日本語),惠慶宮洪氏,혜경궁 홍씨,梅山秀幸,N,総和社,2001,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),4901337025,0.0,0.0,-1.0,N/A
にわとりを鳳凰だといって売ったキムソンダル,한국아동문학선: 닭을 봉황이라하여 판 김선달:남북조선옛날집,JAPAN,Japanese(日本語),nan,nan,北十字星文学の会,N,素人社,2001,KDC구분 > literature > Korean Literature > Korean Fiction > Joseon Dynasty,4881700065,0.0,0.0,-1.0,N/A
愛の韓国童話集,사랑의 한국 동화집,nan,Japanese(日本語),"李周洪,張文植,方定煥,李琴䬁,裵翊天,姜元喜,魏基喆,黄順","이주홍,장문식,방정","オリニほんやく会,仲村修",N,素人社,2001,KDC구분 > literature > Korean Literature > Children and Adolescents > Classics of Children and Adolescents,4881700073,0.0,0.0,-1.0,N/A
韓日戦争勃発!?,한국인을 바보로 만드는 엉터리 책 비판,nan,Japanese(日本語),大北章二,大北章二,nan,N,文藝春秋,2001,KDC구분 > General Works,4163579001,0.0,0.0,-1.0,N/A
日本外交官、韓国奮闘記,"일본외교관, 한국분투기",nan,Japanese(日本語),nan,미치가미 히사시,nan,N,文芸春秋,2001,KDC구분 > Social science,4166601628,0.0,0.0,-1.0,N/A
物語 韓國人,한국인이야기,nan,Japanese(日本語),田中明,田中明,nan,N,文藝春秋,2001,KDC구분 > History,4166601881,0.0,0.0,-1.0,N/A
なぜ書きつづけてきたか、なぜ沈黙してきたか,왜 계속해서 써 왔는가 왜 침묵해 왔는가,nan,Japanese(日本語),金石範,金石範,nan,N,平凡社,2001,KDC구분 > Social science,"4582454267, 9784582454260",-1.0,-1.0,-1.0,N/A
韓國倂合史の硏究,한국병합사의 연구,nan,Japanese(日本語),nan,nan,nan,N,岩波書店,2001,KDC구분 > History,4000028464,0.0,0.0,-1.0,N/A
息子よ! 韓日に 架ける 命の 橋,아들이여! 한일에 걸쳐진 생명의 다리,nan,Japanese(日本語),nan,신윤찬,nan,N,潮出版社,2001,KDC구분 > Social science > Political >  economic >  social >  cultural circumstances and history,4267016038,0.0,0.0,-1.0,N/A
TIGRUL CU URECHI ALBE,민담설화집,ROMANIA,Romanian(Română),Kim Man-jung,김만중,"Dan Brudaşcu,ELIANA CHRISTINA LONOAIA",Y,SEDAN,2001,KDC구분 > literature > Korean Literature > Essay > Joseon Dynasty,9739901077,0.0,0.0,-1.0,N/A
Миф о женщине-солнце и ее родителях,태양과 그 부모에 관한 신화. 한국의 고대 의식,nan,Russian(Русский),nan,nan,Dan Brudaşcu,N,Петербургское востоковедение,2001,KDC구분 > Religion,"585803120x, 9785858031208",-1.0,-1.0,-1.0,N/A
Война в Корее 1959-1953. Взгляд через 50 лет.,한국에서의 전쟁. 50년 후의 관점. 모스크바 국제학술대회 자료집,nan,Russian(Русский),nan,이형근,Олек Пироженко,N,Первое марта,2001,KDC구분 > History,5812501688,-1.0,-1.0,-1.0,N/A
Самкук Саги том,삼국사기,nan,Russian(Русский),Ким Бу сик,김부식,M. N. Pak,N,Восточная Литература,2001,KDC구분 > History,5020182222,0.0,0.0,-1.0,N/A
Flor y oro de la poesía coreana,한국명시선,MEXICO,Spanish(Español),"Yuri-Wang,Choe Chi-Won,Ul-Chi-","유리왕,최치원,을지","YONG-TAE MIN,Raúl Aceves,JOUNG KWON-TAE",Y,ALDUS,2001,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),9707140127,-1.0,-1.0,-1.0,N/A
Poesía Zen,Poesía Zen,SPAIN,Spanish(Español),nan,박황배,nan,N,Verbum,2001,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),8479621885,0.0,0.0,7.63,Kindle
