Title,Original Title,Country,Translated Language,Author,Author Name,Translator,Translation and Publication Support,Publisher,Published Year,Classification,ISBN
Unspoken Voices,한국 여성작가 12인 단편선,UNITED STATES,English(English),"Choi Junghee,Han Musook,Kang S","최정희,한무숙,강신",,Y,호마 앤 세키 북스,2002,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),1931907064
Father and Son,아버지와 아들,UNITED STATES,English(English),Han Sung-Won,한승원,"Yu Young-Nan,Julie Pickering",Y,호마 앤 세키 북스,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,1931907048
The Voice of the Governor General and Other Stories of Modern Korea,총독의 소리,UNITED STATES,English(English),Choi In-hoon,최인훈,Chun Kyung-ja,Y,EastBridge,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,1891936069
The book of corrections,"징비록, 懲毖錄",,English(English),,류성룡,Choi Byonghyon,Y,Institute of East Asian Studies,2002,KDC구분 > History,1557290768
Introduction to Korean Literature,한국문학개론,,English(English),Do Young Kim,김도영,,N,Manas Publications,2002,KDC구분 > literature > Korean Literature > History of Korean Literature >  Literary Criticism,8170491444
Syncretism of Buddhism and Shamanism in Korea,한국의 무불습합,,English(English),Hyun-key Kim Hogarth,김현기,,N,Jimoondang,2002,KDC구분 > Religion,8988095472
懐かしの庭,오래된 정원,,Japanese(日本語),黃晳暎,황석영,青柳優子,N,岩波書店,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,4000015575
"Fragrance, Elegance, and Virtue",우리 옛 여인들의 멋과 지혜,,English(English),,이성미,,N,Daewonsa,2002,KDC구분 > Social science,8936909673
The origins of the Korean war,Origins of the Korean War,,English(English),Bruce Cumings,Bruce Cumi,,N,Yuksabipyungsa,2002,KDC구분 > Social science,"8976966120, 8976966139"
"Une trilogie de Yi Yunt'aek -Ogu, Masque de feu, Pabogaksi-",이윤택 희곡집,FRANCE,French(Français),Yi Yunt&apos;aek,이윤택,"Im Hye-gyông,Cathy Rapin",N,CRIC / LIBRAIRIE-GALERIE RACINE,2002,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection (individual),2243037912
Le cadeau de l&apos;oiseau,새의 선물,FRANCE,French(Français),Eun Hee-Kyung,은희경,"Lee Hye-Young,Flore Berté",Y,KALILASH,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,2842680839
Réflexions sur les masques,가면고,FRANCE,French(Français),Ch`oe Inhun,최인훈,Kang Gobae,Y,CRIC / LIBRAIRIE-GALERIE RACINE,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,2243040395
LA ROUTE DE SAMPO,삼포 가는 길,FRANCE,French(Français),Hwang Sok-yong,황석영,"Choi Mikyung,Jean-Noël Juttet",Y,Zulma,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,2843041856
MONSIEUR HAN,한씨연대기,FRANCE,French(Français),Hwang Sok-yong,황석영,"Choi Mikyung,Jean-Noël Juttet",Y,Zulma,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Short Story,2843042119
Les Descendants de Caïn,카인의 후예,FRANCE,French(Français),Hwang Soon-Won,황순원,"KO Kwang-dan,Benjamin Joinau",Y,Zulma,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,2843042305
CINQUANTE POEMES,이상선집: 날개,FRANCE,French(Français),Lee Sang,이상,KIM BONA,Y,William Blake & Co. EDIT.,2002,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection (individual),284103125X
PASSEPORT POUR SÉOUL,서울행 여권,FRANCE,French(Français),Ch’oe,최윤,Patrick Maurus,N,악트 쉬드,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,2742738142
La Fleur de l'infini,무한의 꽃,FRANCE,French(Français),Moun Young-Houn,문영훈,,N,리브레리-갤러리 라신 출판사,2002,KDC구분 > literature > Korean Literature > Korean Poetry > 21st century poetry,2243038137
le sel à vie,삶의 소금,SOUTH KOREA,French(Français),CHO,조경수,,N,문원출판,2002,KDC구분 > literature > French literature,8985073664
LE PANSORI,판소리,FRANCE,French(Français),"LEE Mee-jeong,Frédéric VEILLON","이미정,프레데릭 베",,N,Maisonneuve & Larose,2002,KDC구분 > Arts > Music > Korean traditional music & Orient traditional music,2706815906
La Mort à demi-mots,나는 나를 파괴할 권리가 있다,FRANCE,French(Français),Kim Young-Ha,김영하,,N,,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,"9782877306065,2877306062"
La montagne des dix mille bouddhas,만불의 산,FRANCE,French(Français),Yun Gyeong-ryeol,윤경렬,Tcho Hye-young,N,Cercle d&apos;Art,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,2702206670
DER MOND GESPIEGELT IN TAUSEND FLÜSSENT,월인천강지곡,,German(Deutsch),,세종,JUNG-HEE AN,N,SOHAKSA VERLAG,2002,KDC구분 > literature > Korean Literature > Korean Poetry > Gasa > Joseon gayo,897191212X
Ein Tag voller Wind,바람 부는 날,,German(Deutsch),Ko Eun,고은,"Lim Jong-Dae,Jürgen Abel",N,Pendragon,2002,KDC구분 > literature > Korean Literature > Korean Poetry > 21st century poetry,3929096986
Die Geschichte von Hong Kiltong,홍길동전,,German(Deutsch),Hŏ,허균,Soon-Mi Hong-Schunka,Y,Iudicium,2002,KDC구분 > literature > Korean Literature > Korean Fiction > Joseon Dynasty,"9783891297384,3891297386"
Wintervision,1989년도 제13회 이상문학상 작품집,GERMANY,German(Deutsch),"Chaewon Kim,Wanseo Park","김채원,박완서","Hi-Youl Kim,Achim Neitzert",Y,Hagg+Herchen,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,"3898461254, 9783898461252"
MARKT UND KRIEG,시장과 전장,GERMANY,German(Deutsch),Pak Kyoungni,박경리,"Helga Picht,Kim Jeung-geun",Y,Secolo,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,"3929979659, 9783929979657"
Versammelte Lichter,모여있는 불빛,GERMANY,German(Deutsch),"Jo Kyung-ran,Shin Gyeongsuk,Ch","조경란,신경숙,최윤","CHONG Heyong,Günther Butkus",Y,Pendragon,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,3934872344
HOFFEN,희망,,German(Deutsch),Yang Kwija,양귀자,"Kyunghee Park,Matthias Augustin",N,EOS-Verlag,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Historical >  Biographical >  Political >  Social,3830671261
Vögel,새,,German(Deutsch),Oh Jung-Hee,오정희,"Kim Sun-Hi,Edeltrud Kim",N,Pendragon,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,3934872263
Brutale Stadt,잔인한 도시,,German(Deutsch),Chongjun Yi,이청준,"Hi-Youl Kim,Achim Neitzert",Y,Hagg+Herchen,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Short Story,3898461246
Die Trauerfeier,축제,,German(Deutsch),YI CHUNG-JUN,이청준,Sophia T. Seo,Y,Horlemann,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,9783895021541
Menschen aus dem Norden Menschen aus dem Süden,남녘 사람 북녘 사람,GERMANY,German(Deutsch),Lee Hochol,이호철,"Heidi Kang,Ahn In-Kyoung",Y,Pendragon,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Historical >  Biographical >  Political >  Social,3934872239
Der Platz,광장,,German(Deutsch),Choi In-Hun,최인훈,"Kim Hi-Youl,Ralf Deutsch",N,Peperkorn,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Historical >  Biographical >  Political >  Social,3929181436
Island Vol.1,아일랜드,GERMANY,German(Deutsch),"Yang Kyung-Il,Youn In-wan","양경일,윤인완",John S.,N,Panini,2002,KDC구분 > literature > Korean Literature,3899213793
Island Vol.2,아일랜드,GERMANY,German(Deutsch),"Yang Kyung-Il,Youn In-wan","양경일,윤인완",John S.,N,Panini,2002,KDC구분 > literature > Korean Literature,3899213823
Island Vol.3,아일랜드,GERMANY,German(Deutsch),"Yang Kyung-Il,Youn In-wan","양경일,윤인완",John S.,N,Panini,2002,KDC구분 > literature > Korean Literature,3899213831
Konig Sejong der Große,세종대왕,,German(Deutsch),,김영기,,N,Peperkorn,2002,KDC구분 > History,3929181495
AZ ÖT BARÁT ÉNEKE,오우가: 한국의 시조,,Hungarian(Magyar),윤선도,윤선도,Osváth Gábor,N,TEREBESS KIADÓ,2002,KDC구분 > literature > Korean Literature > Korean Poetry > Sijo > Joseon Dynasty,9639147532
現代韓国短篇選 上,현대한국단편선,JAPAN,Japanese(日本語),"シン・キョンスク,コン・ソノク,ハ・ソンナン,ウン・ヒギョン","신경숙,공선옥,하성","三枝壽勝,岸井紀子,山田佳子,水野健",N,岩波書店,2002,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),400022722X
現代韓国短篇選 下,현대한국단편선,JAPAN,Japanese(日本語),"林哲佑,李滄東,朴相禹,パク ワンソ,崔仁浩,梁貴子","임철우,이창동,박상",三枝壽勝,N,岩波書店,2002,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),4000227238
6 stories 現代韓国女性作家短編,6 stories 현대한국여성작가단편,JAPAN,Japanese(日本語),"コン・ジヨン,キム・インスク,チョ・ギョンナン,ハ・ソンナン","공지영,김인숙,조경",安宇植,N,슈에이샤,2002,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),"9784087733600, 4087733602"
鄭芝溶詩選,정지용 시선,,Japanese(日本語),鄭芝溶,정지용,"吳養鎬,佐野正人,沈元燮,林隆",N,花神社,2002,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection (individual),4760217061
友ヘ,친구,,Japanese(日本語),郭暻澤,곽경택,金重明,N,文藝春秋,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,4167527987
ラスト プレゼント,선물,,Japanese(日本語),パク・チョンウ,박정우,人見葉子,N,竹書房,2002,KDC구분 > literature > Korean Literature > Korean Drama > Modern Drama > Screenplay,4812410487
八月のクリスマス,팔월의 크리스마스,,Japanese(日本語),オ・スンウク,오승욱,シン・ドンファン,N,竹書房,2002,KDC구분 > literature > Korean Literature > Korean Drama > Modern Drama > Screenplay,4812410908
秋の童話,가을동화,,Japanese(日本語),オ・スヨン,오수연,宮本尚寛,N,徳間書店,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,419861587x
コリアン・サラリーマンの秘密の生活,한국인샐러리맨의 우울한 세계,,Japanese(日本語),蒋正一,장정일,大北章二,N,講談社,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,4062112531
カシコギ,가시고기,,Japanese(日本語),趙昌仁,조창인,金淳鎬,N,サンマーク出版,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,4763194089
商道,상도,,Japanese(日本語),崔仁浩,최인호,青木謙介,N,徳間書店,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,4198616000
地上に匙ひとつ,지상에 숟가락 하나,,Japanese(日本語),玄基栄,현기영,中村福治,N,平凡社,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,4582831125
セーヌは左右を分かち、漢江は南北を隔てる,"쎄느강은 좌우를 가르고, 한강은 남북을 가른다",JAPAN,Japanese(日本語),洪 世和,홍세화,米津篤八,N,みすず書房,2002,KDC구분 > literature > Korean Literature > Essay,"9784622048657, 4622048655"
懐かしの庭,오래된 정원,,Japanese(日本語),黃晳暎,황석영,青柳優子,N,岩波書店,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,4000015567
新スカ-トの 風 Part 3,치마바람,,Japanese(日本語),,오선화,,N,角川書店,2002,KDC구분 > Social science,"4041903041, 9784041903049"
オモニの 贈り物,어머니의 선물,,Japanese(日本語),,장복순,西原賢太郞,N,潮出版社,2002,KDC구분 > History > Biography,4267015406
(続) キム・クヮンリム詩集 108選,"속, 김광림 시집 108선",JAPAN,Japanese(日本語),金光林,김광림,"白石かずこ,齊藤 怘",N,青樹社,2002,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection (individual),4883740900
新編春香伝,춘향전,,Japanese(日本語),,,李殷直,N,高文研,2002,KDC구분 > literature > Korean Literature > Korean Fiction > Joseon Dynasty,4874982824
"韓国・朝鮮と向き合った36人の日本人西鄉隆盛, 福沢諭吉から現代まで",한국・조선과 마주한 36명의 일본인,,Japanese(日本語),,다테노 아키라,,N,明石書店,2002,KDC구분 > Social science,4750315710
東アジア比較方言論,동아시아 비교 방언론,,Japanese(日本語),藤井茂利,藤井茂利,,N,近代文藝社,2002,KDC구분 > Language,4773368306
COMPRENSIÓN DE LA LITERATURA COREANA,한국문학의 이해,PERU,Spanish(Español),Kim Hung-Gyu,김흥규,"Lee Yongsun,Ricardo Sumalavia,Lee Kwangho,Kim Mihyun",Y,PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ,2002,KDC구분 > literature > Korean Literature > History of Korean Literature >  Literary Criticism,9972424659
Su silencio,님의 침묵,SPAIN,Spanish(Español),Han Yung Un,한용운,"Kim Hyun-Chang,Seung-kee Kim",Y,Verbum,2002,KDC구분 > literature > Korean Literature > Korean Poetry > 20th century poetry > 1910-1945,8479622237
El Invierno de Aquel Año,젊은 날의 초상,SPAIN,Spanish(Español),Yi Mun-Yol,이문열,"Hyesun Ko de Carranza,Francisco J. Carranza,Kab Dong Cho",Y,Ediciones B,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,8466602453
Mitos coreanos,한국의 신화,SPAIN,Spanish(Español),PEGANG JUANG,황패강,"Changmin Kim,OTHÓN MORENO",Y,Verbum,2002,KDC구분 > literature > Korean Literature > Korean Fiction > Joseon Dynasty,8479622431
Fråga månskenet om vägen,고은 시선,SWEDEN,Swedish(Svenska),KO UN,고은,"Byung-Eun Choi,Gunnar Bergström",Y,HEIDRUNS,2002,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection (individual),9188056716
Korece Dilbilgisi,한국어문법,,Turkish(Türkçe),Kim Seong-Ju,김성주,Mahmut Ertan Gokmen,N,Ankara Universitesi Basimevi,2002,KDC구분 > Language,9752880398
The Columbia anthology of traditional Korean poetry,한국고전시선,UNITED STATES,English(English),King Mu of Paekche,무왕,Peter H. Lee,Y,Columbia University Press,2002,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),9780231111133
